,Name,Year,Value,Area,Area_Percentage
5187,SAL2,2007,422.0,59.33999999999998,0.7756153031748733
5188,SAL2,2007,459.0,2545.2299999999973,33.26793626726965
5189,SAL2,2007,9002.0,77.69999999999999,1.0155933443998593
5190,SAL2,2007,9012.0,127.72000000000001,1.6693897290444026
5191,SAL2,2007,9018.0,864.459999999999,11.299096814670548
5192,SAL2,2007,9020.0,333.9399999999999,4.364829362019163
5193,SAL2,2007,9023.0,1465.1999999999994,19.15118878011163
5194,SAL2,2007,9024.0,682.1899999999996,8.916700432640152
5195,SAL2,2007,9025.0,146.98,1.9211313997412014
5196,SAL2,2007,9029.0,228.33,2.9844327969989695
5197,SAL2,2008,115.0,209.11000000000004,2.7332139542786957
5198,SAL2,2008,131.0,209.35999999999999,2.7364816291319762
5199,SAL2,2008,132.0,267.4699999999998,3.496019972028703
5200,SAL2,2008,140.0,106.23999999999998,1.3886311056504639
5201,SAL2,2008,155.0,131.13000000000002,1.7139608140431608
5202,SAL2,2008,171.0,0.94,0.012286457448338069
5203,SAL2,2008,311.0,95.89000000000003,1.2533493667246145
5204,SAL2,2008,411.0,167.5900000000002,2.1905185146457224
5205,SAL2,2008,422.0,49.72999999999999,0.6500058818147362
5206,SAL2,2008,459.0,2525.839999999998,33.01449540564915
5207,SAL2,2008,9002.0,77.77000000000001,1.0165082933587783
5208,SAL2,2008,9012.0,129.41000000000003,1.6914792110525847
5209,SAL2,2008,9018.0,876.7799999999987,11.46012783144025
5210,SAL2,2008,9020.0,279.38000000000005,3.651692002039032
5211,SAL2,2008,9023.0,1466.1399999999994,19.163475237559965
5212,SAL2,2008,9024.0,682.1899999999996,8.916700432640152
5213,SAL2,2008,9025.0,146.98,1.9211313997412012
5214,SAL2,2008,9029.0,228.75,2.989922490752482
5215,SAL2,2009,115.0,228.05000000000007,2.9807730011632954
5216,SAL2,2009,131.0,127.01,1.6601095324610835
5217,SAL2,2009,132.0,242.62000000000012,3.171213091612536
5218,SAL2,2009,140.0,81.46999999999998,1.064869881187343
5219,SAL2,2009,155.0,160.2800000000001,2.094971701935773
5220,SAL2,2009,311.0,106.88000000000004,1.3969963532748653
5221,SAL2,2009,411.0,198.4500000000001,2.5938802985347778
5222,SAL2,2009,422.0,54.91000000000004,0.7177121047747276
